pzv|passgr|Zon|view|probability|score
06ff02c1f431d0c21b945b4ea459cc88_z16_v24_|06ff02c1f431d0c21b945b4ea459cc88|Zone17|24|0.00|0.00
06ff02c1f431d0c21b945b4ea459cc88_z16_v40_|06ff02c1f431d0c21b945b4ea459cc88|Zone17|40|0.00|0.00
06ff02c1f431d0c21b945b4ea459cc88_z16_v56_|06ff02c1f431d0c21b945b4ea459cc88|Zone17|56|0.00|0.00
06ff02c1f431d0c21b945b4ea459cc88_z16_v8_|06ff02c1f431d0c21b945b4ea459cc88|Zone17|8|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z15_v24_|0a54f0d947f8fdc614d2a6031ecbb661|Zone16|24|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z15_v40_|0a54f0d947f8fdc614d2a6031ecbb661|Zone16|40|0.00|9.00
0a54f0d947f8fdc614d2a6031ecbb661_z15_v56_|0a54f0d947f8fdc614d2a6031ecbb661|Zone16|56|0.00|9.00
0a54f0d947f8fdc614d2a6031ecbb661_z15_v8_|0a54f0d947f8fdc614d2a6031ecbb661|Zone16|8|0.00|9.00
0a54f0d947f8fdc614d2a6031ecbb661_z16_v24_|0a54f0d947f8fdc614d2a6031ecbb661|Zone17|24|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z16_v40_|0a54f0d947f8fdc614d2a6031ecbb661|Zone17|40|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z16_v56_|0a54f0d947f8fdc614d2a6031ecbb661|Zone17|56|0.00|0.00
0a54f0d947f8fdc614d2a6031ecbb661_z16_v8_|0a54f0d947f8fdc614d2a6031ecbb661|Zone17|8|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z15_v40_|0b2e8050a0c115b873563399e7c86ad6|Zone16|40|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z15_v8_|0b2e8050a0c115b873563399e7c86ad6|Zone16|8|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z16_v24_|0b2e8050a0c115b873563399e7c86ad6|Zone17|24|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z16_v40_|0b2e8050a0c115b873563399e7c86ad6|Zone17|40|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z16_v56_|0b2e8050a0c115b873563399e7c86ad6|Zone17|56|0.00|0.00
0b2e8050a0c115b873563399e7c86ad6_z16_v8_|0b2e8050a0c115b873563399e7c86ad6|Zone17|8|0.00|0.00
0d925b71485ba1f293ef8abb53fcd141_z15_v24_|0d925b71485ba1f293ef8abb53fcd141|Zone16|24|1.00|9.00
0d925b71485ba1f293ef8abb53fcd141_z15_v40_|0d925b71485ba1f293ef8abb53fcd141|Zone16|40|1.00|9.00
0d925b71485ba1f293ef8abb53fcd141_z15_v56_|0d925b71485ba1f293ef8abb53fcd141|Zone16|56|1.00|0.00
0d925b71485ba1f293ef8abb53fcd141_z15_v8_|0d925b71485ba1f293ef8abb53fcd141|Zone16|8|1.00|9.00
0d925b71485ba1f293ef8abb53fcd141_z16_v24_|0d925b71485ba1f293ef8abb53fcd141|Zone17|24|0.00|0.00
0d925b71485ba1f293ef8abb53fcd141_z16_v40_|0d925b71485ba1f293ef8abb53fcd141|Zone17|40|0.00|0.00
0d925b71485ba1f293ef8abb53fcd141_z16_v56_|0d925b71485ba1f293ef8abb53fcd141|Zone17|56|0.00|0.00
0d925b71485ba1f293ef8abb53fcd141_z16_v8_|0d925b71485ba1f293ef8abb53fcd141|Zone17|8|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z15_v24_|0fdad88d401b09d417ffbc490640d9e2|Zone16|24|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z15_v40_|0fdad88d401b09d417ffbc490640d9e2|Zone16|40|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z15_v56_|0fdad88d401b09d417ffbc490640d9e2|Zone16|56|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z15_v8_|0fdad88d401b09d417ffbc490640d9e2|Zone16|8|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z16_v24_|0fdad88d401b09d417ffbc490640d9e2|Zone17|24|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z16_v40_|0fdad88d401b09d417ffbc490640d9e2|Zone17|40|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z16_v56_|0fdad88d401b09d417ffbc490640d9e2|Zone17|56|0.00|0.00
0fdad88d401b09d417ffbc490640d9e2_z16_v8_|0fdad88d401b09d417ffbc490640d9e2|Zone17|8|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z15_v24_|12513e1993b64e812a7178241b15fd3a|Zone16|24|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z15_v40_|12513e1993b64e812a7178241b15fd3a|Zone16|40|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z15_v56_|12513e1993b64e812a7178241b15fd3a|Zone16|56|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z15_v8_|12513e1993b64e812a7178241b15fd3a|Zone16|8|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z16_v24_|12513e1993b64e812a7178241b15fd3a|Zone17|24|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z16_v40_|12513e1993b64e812a7178241b15fd3a|Zone17|40|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z16_v56_|12513e1993b64e812a7178241b15fd3a|Zone17|56|0.00|0.00
12513e1993b64e812a7178241b15fd3a_z16_v8_|12513e1993b64e812a7178241b15fd3a|Zone17|8|0.00|0.00
152ba71c9e8140ec20b28dce42e9026b_z15_v40_|152ba71c9e8140ec20b28dce42e9026b|Zone16|40|0.00|0.00
152ba71c9e8140ec20b28dce42e9026b_z15_v8_|152ba71c9e8140ec20b28dce42e9026b|Zone16|8|0.00|9.00
152ba71c9e8140ec20b28dce42e9026b_z16_v24_|152ba71c9e8140ec20b28dce42e9026b|Zone17|24|0.00|0.00
152ba71c9e8140ec20b28dce42e9026b_z16_v40_|152ba71c9e8140ec20b28dce42e9026b|Zone17|40|0.00|0.00
152ba71c9e8140ec20b28dce42e9026b_z16_v56_|152ba71c9e8140ec20b28dce42e9026b|Zone17|56|0.00|0.00
152ba71c9e8140ec20b28dce42e9026b_z16_v8_|152ba71c9e8140ec20b28dce42e9026b|Zone17|8|0.00|0.00
1563ad6be3a748453494848191d5e701_z15_v24_|1563ad6be3a748453494848191d5e701|Zone16|24|0.00|0.00
1563ad6be3a748453494848191d5e701_z15_v40_|1563ad6be3a748453494848191d5e701|Zone16|40|0.00|9.00
1563ad6be3a748453494848191d5e701_z15_v56_|1563ad6be3a748453494848191d5e701|Zone16|56|0.00|0.00
1563ad6be3a748453494848191d5e701_z15_v8_|1563ad6be3a748453494848191d5e701|Zone16|8|0.00|9.00
1563ad6be3a748453494848191d5e701_z16_v24_|1563ad6be3a748453494848191d5e701|Zone17|24|0.00|0.00
1563ad6be3a748453494848191d5e701_z16_v40_|1563ad6be3a748453494848191d5e701|Zone17|40|0.00|0.00
1563ad6be3a748453494848191d5e701_z16_v56_|1563ad6be3a748453494848191d5e701|Zone17|56|0.00|0.00
1563ad6be3a748453494848191d5e701_z16_v8_|1563ad6be3a748453494848191d5e701|Zone17|8|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z15_v24_|16eb63b55c0ab56b543fae2d988bdfcb|Zone16|24|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z15_v40_|16eb63b55c0ab56b543fae2d988bdfcb|Zone16|40|0.00|9.00
16eb63b55c0ab56b543fae2d988bdfcb_z15_v8_|16eb63b55c0ab56b543fae2d988bdfcb|Zone16|8|0.00|9.00
16eb63b55c0ab56b543fae2d988bdfcb_z16_v24_|16eb63b55c0ab56b543fae2d988bdfcb|Zone17|24|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z16_v40_|16eb63b55c0ab56b543fae2d988bdfcb|Zone17|40|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z16_v56_|16eb63b55c0ab56b543fae2d988bdfcb|Zone17|56|0.00|0.00
16eb63b55c0ab56b543fae2d988bdfcb_z16_v8_|16eb63b55c0ab56b543fae2d988bdfcb|Zone17|8|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z15_v24_|17281b53b9a17b1b5fe9ffefac82289f|Zone16|24|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z15_v40_|17281b53b9a17b1b5fe9ffefac82289f|Zone16|40|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z15_v56_|17281b53b9a17b1b5fe9ffefac82289f|Zone16|56|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z15_v8_|17281b53b9a17b1b5fe9ffefac82289f|Zone16|8|0.00|9.00
17281b53b9a17b1b5fe9ffefac82289f_z16_v24_|17281b53b9a17b1b5fe9ffefac82289f|Zone17|24|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z16_v40_|17281b53b9a17b1b5fe9ffefac82289f|Zone17|40|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z16_v56_|17281b53b9a17b1b5fe9ffefac82289f|Zone17|56|0.00|0.00
17281b53b9a17b1b5fe9ffefac82289f_z16_v8_|17281b53b9a17b1b5fe9ffefac82289f|Zone17|8|0.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z15_v24_|17973afbaed14ed4a6c7b5d50f74d556|Zone16|24|0.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z15_v40_|17973afbaed14ed4a6c7b5d50f74d556|Zone16|40|0.00|9.00
17973afbaed14ed4a6c7b5d50f74d556_z15_v56_|17973afbaed14ed4a6c7b5d50f74d556|Zone16|56|0.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z15_v8_|17973afbaed14ed4a6c7b5d50f74d556|Zone16|8|0.00|9.00
17973afbaed14ed4a6c7b5d50f74d556_z16_v24_|17973afbaed14ed4a6c7b5d50f74d556|Zone17|24|1.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z16_v40_|17973afbaed14ed4a6c7b5d50f74d556|Zone17|40|1.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z16_v56_|17973afbaed14ed4a6c7b5d50f74d556|Zone17|56|1.00|0.00
17973afbaed14ed4a6c7b5d50f74d556_z16_v8_|17973afbaed14ed4a6c7b5d50f74d556|Zone17|8|1.00|0.00
1f4b484a158b1af3c3ae19e10406647e_z15_v40_|1f4b484a158b1af3c3ae19e10406647e|Zone16|40|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z15_v8_|1f4b484a158b1af3c3ae19e10406647e|Zone16|8|0.00|9.00
1f4b484a158b1af3c3ae19e10406647e_z16_v24_|1f4b484a158b1af3c3ae19e10406647e|Zone17|24|0.00|0.00
1f4b484a158b1af3c3ae19e10406647e_z16_v40_|1f4b484a158b1af3c3ae19e10406647e|Zone17|40|0.00|0.00
1f4b484a158b1af3c3ae19e10406647e_z16_v56_|1f4b484a158b1af3c3ae19e10406647e|Zone17|56|0.00|0.00
1f4b484a158b1af3c3ae19e10406647e_z16_v8_|1f4b484a158b1af3c3ae19e10406647e|Zone17|8|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z15_v24_|203048c0dd673ed912a09dbe0d82bcd4|Zone16|24|1.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z15_v40_|203048c0dd673ed912a09dbe0d82bcd4|Zone16|40|1.00|9.00
203048c0dd673ed912a09dbe0d82bcd4_z15_v56_|203048c0dd673ed912a09dbe0d82bcd4|Zone16|56|1.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z15_v8_|203048c0dd673ed912a09dbe0d82bcd4|Zone16|8|1.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z16_v24_|203048c0dd673ed912a09dbe0d82bcd4|Zone17|24|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z16_v40_|203048c0dd673ed912a09dbe0d82bcd4|Zone17|40|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z16_v56_|203048c0dd673ed912a09dbe0d82bcd4|Zone17|56|0.00|0.00
203048c0dd673ed912a09dbe0d82bcd4_z16_v8_|203048c0dd673ed912a09dbe0d82bcd4|Zone17|8|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z15_v40_|227c865074c91b6a1f51ee7b5e3b8eec|Zone16|40|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z15_v8_|227c865074c91b6a1f51ee7b5e3b8eec|Zone16|8|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z16_v24_|227c865074c91b6a1f51ee7b5e3b8eec|Zone17|24|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z16_v40_|227c865074c91b6a1f51ee7b5e3b8eec|Zone17|40|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z16_v56_|227c865074c91b6a1f51ee7b5e3b8eec|Zone17|56|0.00|0.00
227c865074c91b6a1f51ee7b5e3b8eec_z16_v8_|227c865074c91b6a1f51ee7b5e3b8eec|Zone17|8|0.00|0.00
2477652da373365720ae7bdc907e640d_z15_v24_|2477652da373365720ae7bdc907e640d|Zone16|24|0.00|9.00
2477652da373365720ae7bdc907e640d_z15_v40_|2477652da373365720ae7bdc907e640d|Zone16|40|0.00|9.00
2477652da373365720ae7bdc907e640d_z15_v8_|2477652da373365720ae7bdc907e640d|Zone16|8|0.00|9.00
2477652da373365720ae7bdc907e640d_z16_v24_|2477652da373365720ae7bdc907e640d|Zone17|24|0.00|0.00
2477652da373365720ae7bdc907e640d_z16_v40_|2477652da373365720ae7bdc907e640d|Zone17|40|0.00|0.00
2477652da373365720ae7bdc907e640d_z16_v56_|2477652da373365720ae7bdc907e640d|Zone17|56|0.00|0.00
2477652da373365720ae7bdc907e640d_z16_v8_|2477652da373365720ae7bdc907e640d|Zone17|8|0.00|0.00
24af64dae601a79a37f97463e1fc468d_z15_v40_|24af64dae601a79a37f97463e1fc468d|Zone16|40|0.00|0.00
24af64dae601a79a37f97463e1fc468d_z15_v8_|24af64dae601a79a37f97463e1fc468d|Zone16|8|0.00|9.00
24af64dae601a79a37f97463e1fc468d_z16_v24_|24af64dae601a79a37f97463e1fc468d|Zone17|24|1.00|0.00
24af64dae601a79a37f97463e1fc468d_z16_v40_|24af64dae601a79a37f97463e1fc468d|Zone17|40|1.00|0.00
24af64dae601a79a37f97463e1fc468d_z16_v56_|24af64dae601a79a37f97463e1fc468d|Zone17|56|1.00|0.00
24af64dae601a79a37f97463e1fc468d_z16_v8_|24af64dae601a79a37f97463e1fc468d|Zone17|8|1.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z15_v24_|255061b8296ef90d2a885e55cbf63c7a|Zone16|24|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z15_v40_|255061b8296ef90d2a885e55cbf63c7a|Zone16|40|0.00|9.00
255061b8296ef90d2a885e55cbf63c7a_z15_v56_|255061b8296ef90d2a885e55cbf63c7a|Zone16|56|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z15_v8_|255061b8296ef90d2a885e55cbf63c7a|Zone16|8|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z16_v24_|255061b8296ef90d2a885e55cbf63c7a|Zone17|24|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z16_v40_|255061b8296ef90d2a885e55cbf63c7a|Zone17|40|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z16_v56_|255061b8296ef90d2a885e55cbf63c7a|Zone17|56|0.00|0.00
255061b8296ef90d2a885e55cbf63c7a_z16_v8_|255061b8296ef90d2a885e55cbf63c7a|Zone17|8|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z15_v24_|26b9303a58996e740e54f67f3ec91fdd|Zone16|24|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z15_v40_|26b9303a58996e740e54f67f3ec91fdd|Zone16|40|0.00|9.00
26b9303a58996e740e54f67f3ec91fdd_z15_v56_|26b9303a58996e740e54f67f3ec91fdd|Zone16|56|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z15_v8_|26b9303a58996e740e54f67f3ec91fdd|Zone16|8|0.00|9.00
26b9303a58996e740e54f67f3ec91fdd_z16_v24_|26b9303a58996e740e54f67f3ec91fdd|Zone17|24|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z16_v40_|26b9303a58996e740e54f67f3ec91fdd|Zone17|40|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z16_v56_|26b9303a58996e740e54f67f3ec91fdd|Zone17|56|0.00|0.00
26b9303a58996e740e54f67f3ec91fdd_z16_v8_|26b9303a58996e740e54f67f3ec91fdd|Zone17|8|0.00|0.00
27f74a39f143310891c9d014382e02c4_z15_v40_|27f74a39f143310891c9d014382e02c4|Zone16|40|0.00|0.00
27f74a39f143310891c9d014382e02c4_z15_v8_|27f74a39f143310891c9d014382e02c4|Zone16|8|0.00|9.00
27f74a39f143310891c9d014382e02c4_z16_v24_|27f74a39f143310891c9d014382e02c4|Zone17|24|0.00|0.00
27f74a39f143310891c9d014382e02c4_z16_v40_|27f74a39f143310891c9d014382e02c4|Zone17|40|0.00|0.00
27f74a39f143310891c9d014382e02c4_z16_v56_|27f74a39f143310891c9d014382e02c4|Zone17|56|0.00|0.00
27f74a39f143310891c9d014382e02c4_z16_v8_|27f74a39f143310891c9d014382e02c4|Zone17|8|0.00|0.00
296915b4ab06ae914c1f853cc0b15761_z15_v40_|296915b4ab06ae914c1f853cc0b15761|Zone16|40|0.00|0.00
296915b4ab06ae914c1f853cc0b15761_z15_v8_|296915b4ab06ae914c1f853cc0b15761|Zone16|8|0.00|0.00
296915b4ab06ae914c1f853cc0b15761_z16_v24_|296915b4ab06ae914c1f853cc0b15761|Zone17|24|0.00|0.00
296915b4ab06ae914c1f853cc0b15761_z16_v40_|296915b4ab06ae914c1f853cc0b15761|Zone17|40|0.00|0.00
296915b4ab06ae914c1f853cc0b15761_z16_v56_|296915b4ab06ae914c1f853cc0b15761|Zone17|56|0.00|0.00
296915b4ab06ae914c1f853cc0b15761_z16_v8_|296915b4ab06ae914c1f853cc0b15761|Zone17|8|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z15_v24_|29b2f320f282101f0e1b7611d0269e56|Zone16|24|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z15_v40_|29b2f320f282101f0e1b7611d0269e56|Zone16|40|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z15_v56_|29b2f320f282101f0e1b7611d0269e56|Zone16|56|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z15_v8_|29b2f320f282101f0e1b7611d0269e56|Zone16|8|0.00|9.00
29b2f320f282101f0e1b7611d0269e56_z16_v24_|29b2f320f282101f0e1b7611d0269e56|Zone17|24|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z16_v40_|29b2f320f282101f0e1b7611d0269e56|Zone17|40|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z16_v56_|29b2f320f282101f0e1b7611d0269e56|Zone17|56|0.00|0.00
29b2f320f282101f0e1b7611d0269e56_z16_v8_|29b2f320f282101f0e1b7611d0269e56|Zone17|8|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z15_v24_|2a8bd2653b76d9bb771adccd4037e17b|Zone16|24|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z15_v40_|2a8bd2653b76d9bb771adccd4037e17b|Zone16|40|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z15_v56_|2a8bd2653b76d9bb771adccd4037e17b|Zone16|56|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z15_v8_|2a8bd2653b76d9bb771adccd4037e17b|Zone16|8|0.00|9.00
2a8bd2653b76d9bb771adccd4037e17b_z16_v24_|2a8bd2653b76d9bb771adccd4037e17b|Zone17|24|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z16_v40_|2a8bd2653b76d9bb771adccd4037e17b|Zone17|40|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z16_v56_|2a8bd2653b76d9bb771adccd4037e17b|Zone17|56|0.00|0.00
2a8bd2653b76d9bb771adccd4037e17b_z16_v8_|2a8bd2653b76d9bb771adccd4037e17b|Zone17|8|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z15_v40_|2ddf94a656b16182bdaaaf0155a561be|Zone16|40|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z15_v8_|2ddf94a656b16182bdaaaf0155a561be|Zone16|8|0.00|9.00
2ddf94a656b16182bdaaaf0155a561be_z16_v24_|2ddf94a656b16182bdaaaf0155a561be|Zone17|24|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z16_v40_|2ddf94a656b16182bdaaaf0155a561be|Zone17|40|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z16_v56_|2ddf94a656b16182bdaaaf0155a561be|Zone17|56|0.00|0.00
2ddf94a656b16182bdaaaf0155a561be_z16_v8_|2ddf94a656b16182bdaaaf0155a561be|Zone17|8|0.00|0.00
2f5c066720d997f33453dc491141bc70_z15_v24_|2f5c066720d997f33453dc491141bc70|Zone16|24|0.00|0.00
2f5c066720d997f33453dc491141bc70_z15_v40_|2f5c066720d997f33453dc491141bc70|Zone16|40|0.00|9.00
2f5c066720d997f33453dc491141bc70_z15_v8_|2f5c066720d997f33453dc491141bc70|Zone16|8|0.00|9.00
2f5c066720d997f33453dc491141bc70_z16_v24_|2f5c066720d997f33453dc491141bc70|Zone17|24|0.00|0.00
2f5c066720d997f33453dc491141bc70_z16_v40_|2f5c066720d997f33453dc491141bc70|Zone17|40|0.00|0.00
2f5c066720d997f33453dc491141bc70_z16_v56_|2f5c066720d997f33453dc491141bc70|Zone17|56|0.00|0.00
2f5c066720d997f33453dc491141bc70_z16_v8_|2f5c066720d997f33453dc491141bc70|Zone17|8|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z15_v40_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone16|40|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z15_v8_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone16|8|0.00|9.00
333c64b18d7e64f0d53bf73cea1ab5ec_z16_v24_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone17|24|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z16_v40_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone17|40|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z16_v56_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone17|56|0.00|0.00
333c64b18d7e64f0d53bf73cea1ab5ec_z16_v8_|333c64b18d7e64f0d53bf73cea1ab5ec|Zone17|8|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z15_v24_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone16|24|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z15_v40_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone16|40|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z15_v56_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone16|56|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z15_v8_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone16|8|0.00|9.00
346fc1c788ad7fb4da5a11f3bfb07d28_z16_v24_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone17|24|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z16_v40_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone17|40|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z16_v56_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone17|56|0.00|0.00
346fc1c788ad7fb4da5a11f3bfb07d28_z16_v8_|346fc1c788ad7fb4da5a11f3bfb07d28|Zone17|8|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z15_v24_|366f12873367fcf4af617151a5f6daf5|Zone16|24|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z15_v40_|366f12873367fcf4af617151a5f6daf5|Zone16|40|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z15_v8_|366f12873367fcf4af617151a5f6daf5|Zone16|8|0.00|9.00
366f12873367fcf4af617151a5f6daf5_z16_v24_|366f12873367fcf4af617151a5f6daf5|Zone17|24|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z16_v40_|366f12873367fcf4af617151a5f6daf5|Zone17|40|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z16_v56_|366f12873367fcf4af617151a5f6daf5|Zone17|56|0.00|0.00
366f12873367fcf4af617151a5f6daf5_z16_v8_|366f12873367fcf4af617151a5f6daf5|Zone17|8|0.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z15_v24_|36c29b20a3e1ca94e4e15b63b8babe00|Zone16|24|1.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z15_v40_|36c29b20a3e1ca94e4e15b63b8babe00|Zone16|40|1.00|9.00
36c29b20a3e1ca94e4e15b63b8babe00_z15_v56_|36c29b20a3e1ca94e4e15b63b8babe00|Zone16|56|1.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z15_v8_|36c29b20a3e1ca94e4e15b63b8babe00|Zone16|8|1.00|9.00
36c29b20a3e1ca94e4e15b63b8babe00_z16_v24_|36c29b20a3e1ca94e4e15b63b8babe00|Zone17|24|1.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z16_v40_|36c29b20a3e1ca94e4e15b63b8babe00|Zone17|40|1.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z16_v56_|36c29b20a3e1ca94e4e15b63b8babe00|Zone17|56|1.00|0.00
36c29b20a3e1ca94e4e15b63b8babe00_z16_v8_|36c29b20a3e1ca94e4e15b63b8babe00|Zone17|8|1.00|0.00
3775a16c58aed83497088371766a8fb4_z15_v40_|3775a16c58aed83497088371766a8fb4|Zone16|40|1.00|9.00
3775a16c58aed83497088371766a8fb4_z15_v8_|3775a16c58aed83497088371766a8fb4|Zone16|8|1.00|0.00
3775a16c58aed83497088371766a8fb4_z16_v24_|3775a16c58aed83497088371766a8fb4|Zone17|24|0.00|0.00
3775a16c58aed83497088371766a8fb4_z16_v40_|3775a16c58aed83497088371766a8fb4|Zone17|40|0.00|0.00
3775a16c58aed83497088371766a8fb4_z16_v56_|3775a16c58aed83497088371766a8fb4|Zone17|56|0.00|0.00
3775a16c58aed83497088371766a8fb4_z16_v8_|3775a16c58aed83497088371766a8fb4|Zone17|8|0.00|0.00
3a465a563e191135c396ba0fb608a844_z15_v24_|3a465a563e191135c396ba0fb608a844|Zone16|24|0.00|0.00
3a465a563e191135c396ba0fb608a844_z15_v40_|3a465a563e191135c396ba0fb608a844|Zone16|40|0.00|0.00
3a465a563e191135c396ba0fb608a844_z15_v56_|3a465a563e191135c396ba0fb608a844|Zone16|56|0.00|0.00
3a465a563e191135c396ba0fb608a844_z15_v8_|3a465a563e191135c396ba0fb608a844|Zone16|8|0.00|0.00
3a465a563e191135c396ba0fb608a844_z16_v24_|3a465a563e191135c396ba0fb608a844|Zone17|24|0.00|0.00
3a465a563e191135c396ba0fb608a844_z16_v40_|3a465a563e191135c396ba0fb608a844|Zone17|40|0.00|0.00
3a465a563e191135c396ba0fb608a844_z16_v56_|3a465a563e191135c396ba0fb608a844|Zone17|56|0.00|0.00
3a465a563e191135c396ba0fb608a844_z16_v8_|3a465a563e191135c396ba0fb608a844|Zone17|8|0.00|0.00
3b46b70b40bb4f77a9da529f06356b50_z15_v24_|3b46b70b40bb4f77a9da529f06356b50|Zone16|24|1.00|0.00
